Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
989;SNARE complex (Stx3, Snap25, Vamp2, Cplx1);;Rat;P63041,P60881,Q08849,P63045;64832,25012,81802,24803;MI:0047- far western blotting;15975093;20.09.07.27,20.09.16.09.05,77.03.01.01.01;"SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway.";"";"";
3020;Cohesin complex, incomplete (Rec8, Crest/Ss18I1);;Mouse;Q8C5S7,Q7TQF3;56739,269397;MI:0006- anti bait coimmunoprecipitation;15870106;10.03.01.01.11,10.03.04.05,16.03.01,42.10.03,70.10.03;"Cohesin-complex proteins ensure that sister chomatids remain paired during meiosis.";"";"";
2804;CTF18-cohesion-RFC complex; CTF18-RFC complex;Human;Q8WVB6,Q8WV66,Q9BVC3,P35250,P40938,P35249,P40937;63922,54921,79075,5982,5983,5984,5985;MI:0007- anti tag coimmunoprecipitation;12930902;01.04,10.01.03,10.03.04.05,16.03.01,42.10.03,70.10;"CTF18-RFC complex interacts with PCNA homotrimer in the pressence of ATP and loads PCNA onto primed and gapped circular DNA, but not onto nicked or single-stranded circular DNA.";"";"";
1007;CAK core complex (Cdk-activating kinase core complex);;Human;P51946,P50613;902,1022;MI:0004- affinity chromatography technologies;7533895;01.04,10.03,11.02.03,18.01.01,18.02.01.01.05,18.02.09,70.10;"CAK complex phosphorylates the carboxy-terminal domain of the largest subunit of RNA polymerase II.";"";"";
5498;ILK-PARVB-ARHGEF6 complex;;Human;Q15052,Q13418,Q9HBI1;9459,3611,29780;MI:0007- anti tag coimmunoprecipitation;15897874;30.01.05.05.01,42.04.03;"The results suggest that activation of alpha-PIX is dependent on ILK binding to beta-parvin, an event that depends upon ILK activity.";"";"";
2453;Multiprotein complex (monoubiquitination);;Human;Q13191,P00533,Q96B97,Q5U5U6;868,1956,30011,7314;MI:0019- coimmunoprecipitation;12218189;14.07.05;"The authors show that the adaptor protein CIN85 and its homologue CMS are monoubiquitinated by Cbl/Cbl-b after epidermal growth factor (EGF) stimulation. CIN85  has a dual role in controlling EGFR down-regulation, because it both promotes receptor internalization and participates in endosomal sorting and subsequent degradation of activated receptors.";"";"";
5573;Stat1-alpha-dimer-CBP DNA-protein complex;;Human;Q92793,P42224;1387,6772;MI:0096- pull down | MI:0413- electrophoretic mobility shift assay;8986769;11.02.03.04,70.10;"The results demonstrate that both phosphorylated homodimeric and unphosphorylated monomeric Stat1-alpha can interact with CBP/p300, and their interactions occur at two different regions of both Stat1-alpha and CBP/p300.";"";"";
204;Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1);Asb2-Elongin BC-Cul5-Rbx1 complex;Rat;Q5U2S6,Q9JJ31,Q498D8,P83941,P62870;299266,64624,300084,64525,81807;MI:0019- coimmunoprecipitation;15590664;14.07.05,16.01;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. ";"Results suggest that Asb2 targets specific proteins to destruction by the proteasome in leukemia cells that have been induced to differentiate.";"";
572;PYR complex; Ikaros containing chromatin remodeling complex;Mouse;Q6PDQ2,P70288,P63158,Q03267,Q60973,Q9Z0H3,P97496,Q6PDG5,Q61466,O54941,(P60710,P63260),(Q9Z2N8,Q99MR0);107932,15182,15289,22778,245688,20587,20588,68094,83797,57376,(11461,11465),(56456,83766);MI:0091- chromatography technologies | MI:0004- affinity chromatography technologies;11003653;10.01.09.05,11.02.03.04,14.07.04,16.03.01,41.05.04,42.10.03,43.03.07,70.10,73.03.07.01;"Ikaros targets two types of chromatin-remodeling factors-activators (SWI/SNF) and repressors (NuRD)-in a single complex (PYR complex) to the beta-globin locus in adult erythroid cells.";"";"";
735;SNARE complex (Vti1b, Stx6, Stx7); Q-SNARE complex;Mouse;Q9JKK1,O70439,O88384;58244,53331,53612;MI:0019- coimmunoprecipitation;15640147;20.09.07.27,20.09.16.09.03,70.08;"SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway.";"";"";
1151;Sycp1-Syce1-Syce2 complex;;Mouse;Q9D495,Q505B8,Q62209;74075,71846,20957;MI:0019- coimmunoprecipitation;15944401;10.03.02,70.10;"Completion of meiosis in mammals depends on the formation of the synaptonemal complex, a tripartite structure that physically links homologous chromosomes during prophase I. The function of the Sycp1-Syce1-Syce2 complex is not entirely clear, experiments suggest a role in synaptonemal-complex assembly, and perhaps also stability and recombination.";"";"";
2053;BCL10-MALT1 complex;;Human;O95999,Q9UDY8;8915,10892;MI:0019- coimmunoprecipitation;15125833;18.02.01.01,73.03.07.02.01;"BCL10 binds to the Ig domains of MALT1 and promotes MALT1 oligomerization.";"";"";
2766;TERF2-RAP1 complex;;Human;P49959,Q92878,Q15554,Q9NYB0,Q9BSI4,P13010,P12956;4361,10111,7014,54386,26277,7520,2547;MI:0007- anti tag coimmunoprecipitation;15383534;16.03.01,32.01.09,42.10.03,70.10;"This complex is responsible for proper maintenance of telomere length and structure.";"";"";
5225;Casein kinase II (beta-dimer, alpha-dimer);;Human;P68400,P67870;1457,1460;MI:0018- two hybrid;7768894;14.07.03,30.05.02.20;"";"";"";
1724;Spen-Hivep1 complex;;Mouse;Q03172,Q62504;110521,56381;MI:0096- pull down | MI:0019- coimmunoprecipitation | MI:0018- two hybrid;15778499;11.02.03.04.05,47.03.17;"MINT and CRYBP1 form a complex on the Col2a1 enhancer.";"";"";
300;PC2 complex;;Human;Q9BTT4,O60244,Q9Y2X0,Q9NVC6,Q9H944,Q13503,O75448,Q6P2C8,Q9Y3C7,O75586,O43513,Q9Y2W1;84246,9282,10025,9440,9477,9412,9862,9442,51003,10001,9443,9967;MI:0226- ion exchange chromatography | MI:0071- molecular sieving;10882111;11.02.03.04.01,16.01,70.10;"According to the authors, PC2 is a submodule of TRAP/SMCC. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.";"";"";
2362;ITAGV-ITGB3-F11R complex; integrin complex;Human;Q9Y624,P06756,P05106;50848,3685,3690;MI:0019- coimmunoprecipitation;12750158;18.01.07,47.03.03.02;"JAM-1/A and alpha(v)beta3 form a complex in the absence of bFGF.";"";"";
947;CDC7-DBF7 complex;;Human;O00311,Q9UBU7;8317,10926;MI:0019- coimmunoprecipitation;10523313;10.01.03,10.01.11;"";"";"";
5910;Ksr1-CK2 complex;;Mouse;Q60737,O54833,P67871,Q61097;12995,13000,13001,16706;MI:0006- anti bait coimmunoprecipitation;17174095;14.07.03,30.01.05.01.03,70.02,77.03.01.01.01;"The authors showed that binding of the CK2 subunits to Ksr1 was found to be constitutive and did not change with growth-factor treatment. The results identify CK2 as a novel component of the KSR1 scaffolding complex that facilitates ERK cascade signaling by functioning as a Raf family N-Region kinase.";"";"";
965;mPar6c-Mlgl-aPKC complex;;Mouse;Q80Y17,Q9Z101,Q62074;16897,56513,18759;MI:0006- anti bait coimmunoprecipitation;12629547;40.01.03,41.05.19,45.03.09;"The data suggest that the phosphorylation of Mlgl by aPKC is important for appropriate cell polarization in the wounding assay. The authors propose that an interaction between Mlgl, mPar-6C and aPKC, and the consequent phosphorylation of Mlgl, may regulate Mlgl in a polarized fashion such that it can exert localized effects on protein trafficking and secretion.";"";"";
5684;Membrane protein complex (DERL1, SELS, VCP);;Human;Q9BUN8,Q9BQE4,P55072;79139,55829,7415;MI:0019- coimmunoprecipitation | MI:0051- fluorescence technologies;15215856;16.01.01;"";"";"";
2792;MCM2-MCM4-MCM6-MCM7 complex;;Human;P49736,P33991,Q14566,P33993;4171,4173,4175,4176;MI:0091- chromatography technologies | MI:0029- cosedimentation through density gradients;9305914;01.04,10.01.02,10.01.03,16.19.03,70.10;"This complex has DNA helicase activity.";"";"";
1908;NMDA receptor complex (NR2A, NR2B, NR1, PSD-95, SynGAP, CaMK-II);;Rat;P11275,P31016,P35439,Q00959,Q00960,Q9QUH6;25400,29495,24408,24409,24410,192117;MI:0019- coimmunoprecipitation;15924861;14.04,20.03.01.01,30.01.05.05.01,30.05.02.24.05,30.07,34.03,70.02,73.03.13,77.03.01.01.01;"The authors analyse the links between NMDAR subtypes, Ras-ERK signaling, and AMPAR trafficking. They find that NR2A and NR2B have antagonistic actions on Ras-ERK activation and AMPAR distribution in mature neurons. NR2A-NMDARs promote, whereas NR2B-NMDARs inhibit, the surface expression of GluR1 - primarily by regulating GluR1 surface insertion.";"";"";
1129;Complexin complex (Stx3, Cplx1, Cplx3);;Mammalia;P63041,Q8R1B5,Q08849;64832,235415,81802;MI:0027- cosedimentation;15911881;20.09.07.27,20.09.16.09.05;"All known CPXs interact with SNARE complexes. They may therefore play a role in neurotransmitter release.";"";"";
2626;CCNC-CDK8-MED1-MED6-MED7 xcomplex;;Human;P24863,P49336,Q15648,O75586,O43513;892,1024,5469,10001,9443;MI:0019- coimmunoprecipitation;15808511;11.02.03.04;"";"";"";
5923;RAF1-BRAF complex, RAS stimulated;;Human;P15056,P04049;673,5894;MI:0007- anti tag coimmunoprecipitation;16364920;30.01.05;"The authors found that C-RAF binds to B-RAF only under activating conditions, whereas mutant B-RAF binds to C-RAF constitutively. Additionally they showed that wild-type B-RAF can also activate C-RAF, but that C-RAF does not activate B-RAF.";"";"";
917;CERF complex (CECR2-containing remodeling factor complex);;Human;Q9BXF3,P28370;27443,6594;MI:0071- molecular sieving | MI:0007- anti tag coimmunoprecipitation;15640247;10.01.09.05,41.05.13,42.10.03,70.10;"CERF displays an ATP hydrolyzing activity that is stimulated by nucleosomes. CERF plays a critical role in neurolation.";"";"";
2020;IL12B-IL12RB1-IL12RB2 complex;;Human;P29460,P42701,Q99665;3593,3594,3595;MI:0019- coimmunoprecipitation;7527811;43.03.07.02.01.02;"IL12B (p40) homodimer  was capable of competing with IL-12 heterodimer in binding to the IL12R on T cells but was unable to cause cellular proliferation. Furthermore, p40 homodimer inhibited IL-12-induced T cell proliferation.";"";"";
81;Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1);Cul7-Rbx1-Skp1-F-Fbx29 complex;Human;Q14999,Q8N3Y1,P62877,P63208;9820,26259,9978,6500;MI:0004- affinity chromatography technologies;12481031;14.07.05;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome.";"";"";
583;Ikaros-NuRD complex;;Mouse;Q6PDQ2,O09106,P70288,Q03267,P81183,O08900;107932,433759,15182,22778,22779,22780;MI:0071- molecular sieving | MI:0007- anti tag coimmunoprecipitation;10204490;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,42.10.03,43.03.07.02.01.02,70.10,73.03.07.02.01.02;"";"";"At the time of annotation, the additional member of the protein complex, Ikaros isoform 7, was not found in the UniProt database.";
570;p300-CBP-p270-SWI/SNF complex;;Human;O14497,Q92793,Q09472,P51532,Q12824,Q92922,Q8TAQ2;8289,1387,2033,6597,6598,6599,6601;MI:0006- anti bait coimmunoprecipitation;9584200;10.01.09.05,11.02.03.04.01,14.07.04,16.03.01,42.10.03,70.10.03;"";"";"Several other, not further characterized members of the complex have been isolated: p75,p71,p64,p59 and p50.";
1224;Ubiquitin E3 ligase (BMI1, SPOP, CUL3);;Human;P35226,Q13618,O43791;648,8452,8405;MI:0019- coimmunoprecipitation;15897469;10.03.04.06,14.07.05,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. X inactivation involves the stable silencing of one of the two X chromosomes in XX female mammals. Initiation of this process occurs during early development and involves Xist (X-inactive-specific transcript) RNA coating and the recruitment of Polycomb repressive complex (PRC) 2 and PRC1 proteins. This recruitment results in an inactive state that is initially labile but is further locked in by epigenetic marks such as DNA methylation, histone hypoacetylation, and MACROH2A deposition. The ubiquitin E3 ligase consisting of SPOP and CULLIN3 is able to ubiquitinate the Polycomb group protein BMI1 and the variant histone H2AFY.";"";"";
2971;ITGA9-ITGB1-VEGFC complex; integrin complex;Human;Q13797,P05556,P49767;3680,3688,7424;MI:0004- affinity chromatography technologies;15590642;34.05.01,34.07,43.03.07.02.01;"Alpha9-beta1 directly binds to VEGF-C and -D and contributes to lymphangiogenesis.";"";"";
2975;SMAD3-E2F4/5-p107-DP1 complex;;Human;Q16254,Q15329,P28749,P84022,Q14186;1874,1875,5933,4088,7027;MI:0007- anti tag coimmunoprecipitation;12150994;30.05.01.18.01,70.03;"This complex preexists in the cytoplasm. In response to TGF-beta, this complex moves to the nucleus and associates with SMAD4.";"";"";
82;Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul2, Rbx1);VHL tumor suppressor complex;Rat;Q9D4H8,Q498D8,P83941,P62870,Q64259;71745,300084,64525,81807,24874;MI:0071- molecular sieving | MI:0091- chromatography technologies;10213691;14.07.05,16.01;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on target proteins. The ubiquitin ligase is referred to as an E3 and operates in conjunction with an E1 ubiquitin-activating enzyme and an E2 ubiquitin-conjugating enzyme. Polyubiquitination marks proteins for degradation by the proteasome.";"";"Since Cul2 from rat was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.";
2429;ITGA2-ITGB1-CD47 complex; integrin complex;Human;Q08722,P17301,P05556;961,3673,3688;MI:0019- coimmunoprecipitation;10397731;34.11.03.03;"Integrin-associated protein (IAP/CD47) augments the function of alpha2-beta1 integrin in smooth muscle cells (SMC), resulting in enhanced chemotaxis toward soluble collagen.";"";"";
1043;Car-Lnx2 complex;;Mouse;P97792,Q91XL2;13052,140887;MI:0019- coimmunoprecipitation | MI:0018- two hybrid | MI:0004- affinity chromatography technologies;15979067;16.01,34.07.01;"";"";"";
1211;Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1); CUL4AhR complex;Human;P35869,P27540,Q13620,Q16531,P62877,Q12788;196,405,8450,1642,9978,10607;MI:0007- anti tag coimmunoprecipitation;17392787;14.07.05,14.13.01.01,30.07,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. In the CUL4B(AhR) ubiquitin E3 ligase complex, ligand-activated dioxin receptor AhR acts as a substrate-specific adaptor component that targets sex steroid receptors for degradation. Thus, experiments uncover a function for AhR as an atypical component of the ubiquitin ligase complex and demonstrate a non-genomic signalling pathway in which fat-soluble ligands regulate target-protein-selective degradation through a ubiquitin ligase complex.";"";"";
747;NCOR-SIN3-HDAC1 complex;;Human;Q13547,Q9Y618,Q96ST3;3065,9612,25942;MI:0096- pull down;9150137;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,30.01.09.08,30.01.11,42.10.03,70.10;"N-CoR directly interact with mSin3A. ";"";"";
5747;2AR-mGluR2 complex;;Human;P08913,P42262;150,2891;MI:0006- anti bait coimmunoprecipitation;18297054;30.05.02.24,73.03.13,77.03.01.01.01;"The results are consistent with the hypothesis that the 2AR-mGluR2 complex integrates serotonin and glutamate signaling to regulate the sensory gating functions of the cortex, a process that is disrupted in psychosis.";"2AR-mGluR2 complex is involved in psychosis.";"";
2996;SMAD7-SMURF1 complex;;Mammalia;O15105,Q9HCE7;4092,57154;MI:0007- anti tag coimmunoprecipitation;11278251;14.07.05,14.13.01.01,18.01.07,18.02.07,70.03,70.10;"SMAD7 associates with SMURF1 in the nucleus and is exported to the cytoplasm. ";"";"";
2541;HGF-Met complex;;Human;P14210,P08581;3082,4233;MI:0411- enzyme linked immunosorbent assay;15161915;30.05.01.12;"HGF interacts with the extracellular domain of Met, resulting in the activation of Met and subsequent downstream functions. The authors demonstrate that that copper(II) inhibits HGF/Met interaction.";"";"";
1595;Cdk5-c-Abl-Cables complex;;Mouse;P00520,Q9ESJ1,P49615;11350,63955,12568;MI:0019- coimmunoprecipitation;10896159;14.07.03,47.03.01;"Data suggest that Cables and Cdk5 tyrosine phosphorylation are involved in axon growth regulation.";"";"";
3156;CBF1-HDAC1-SMRT complex;;Human;Q13547,Q9Y618,Q06330;3065,9612,3516;MI:0007- anti tag coimmunoprecipitation;9694793;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"CBF1 interacts with a corepressor complex containing HDAC1 and SMRT. Activation of Notch disrupts the formation of the repressor complex by competing of SMRT and Notch for binding with CBF1.";"";"";
1373;Ldb1-Lmo2-Gata-1-Tal1-E47 complex;;Mouse;P17679,P70662,P25801,P22091,P15806;14460,16825,16909,21349,21423;MI:0019- coimmunoprecipitation;9214632;11.02.03.04,16.03.01,43.03.07,70.10,73.03.07.01;"In erythroid cells Lmo2 forms a novel DNA-binding complex, with GATA-1, TAL1 and E2A, and the recently identified LIM-binding protein Ldb1/NLI. This oligomeric complex binds to a unique, bipartite DNA motif comprising an E-box, CAGGTG, followed approximately 9 bp downstream by a GATA site. The protein complex may play a role in haematopoiesis.";"";"";
3184;FHL3 homodimer complex;;Human;Q13643;2275;MI:0018- two hybrid;11046156;11.02.03.04,18.01.07,18.02.09;"FHL3 protein forms homodimer complexes.";"";"";
5363;Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU);;Human;P35269,Q00839,P24928;2962,3192,5430;MI:0019- coimmunoprecipitation;15711563;11.02.03.01;"";"";"";
2104;IKKB-NIK complex;;Human;O14920,Q99558;3551,9020;MI:0019- coimmunoprecipitation;9346485;18.02.01;"";"";"";
5107;p34(SEI-1)-CDK4-CyclinD2 complex;;Human;P30279,P11802,Q9UHV2;894,1019,29950;MI:0096- pull down;15065884;10.01.03,30.01.05.01;"p34(SEI1) binds to the CDK4-CyclinD2 complex.";"";"";
5360;AGO2-FXR1-TNF(alpha)ARE-RNP complex;;Human;Q9UKV8,P51114;27161,8087;MI:0030- cross-linking studies | MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;17382880;12.07,16.03.03,70.03;"AGO2 functions as translational activator under serum-starved conditions.";"";"";
2573;Class C VPS/HOPS complex;;Human;Q15075,P20339,Q9H270,Q9H269,Q9P253,Q96JC1;8411,5868,55823,64601,57617,23339;MI:0004- affinity chromatography technologies;16143105;20.09.18.09.01,42.22,70.22;"The class C VPS/HOPS complex, an established GEF for Rab7, interacts with Rab5 and is required for Rab5-to-Rab7 conversion.";"";"";
2679;p53-SP1 complex;;Human;P08047,P04637;6667,7157;MI:0006- anti bait coimmunoprecipitation;15674334;11.02.03.04,16.03.01,70.10;"The authors provide evidence that p53 repressed the RECQ4 promoter by forming a complex with the transcription factor, SP1, and by regulating promoter occupancy of both itself and SP1 in concert with histone deacetylase 1 (HDAC1). The formation of this complex is camptothecin-dependent.";"";"";
1072;SNX complex (SNX2), oligomeric;;Human;O60749;6643;MI:0019- coimmunoprecipitation;9819414;20.01.10;"";"";"SNX2 is able to oligomerize with itself. The exact number of components is not mentioned in paper.";
5337;ELMO1-DOCK1 complex;;Human;Q14185,Q92556;1793,9844;MI:0007- anti tag coimmunoprecipitation;12134158;16.01,30.01.05.05,34.05.01;"Dock-ELMO complex functions as an unconventional two-part exchange factor for Rac.";"";"";
1237;BAF complex; SWI/SNF complex A;Human;O96019,O14497,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,8289,6595,6597,6598,6599,6601,6602,6605;MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;11073988;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10;"BAF250 confers specificity to the human BAF complex and may recruit the complex to its targets through either protein-DNA or protein-protein interactions.";"";"Another subunit of the complex was found in the analysis, which has not been further characterized: BAF110.";
2145;HSF1-YWHAE complex;;Human;Q00613,P62258;3297,7531;MI:0004- affinity chromatography technologies | MI:0096- pull down;15364926;32.01.05;"";"";"";
176;Ric-8A G alpha 13 complex;;Rat;Q6Q7Y5,Q80ZG1;303634,293614;MI:0018- two hybrid | MI:0027- cosedimentation;12509430;18.02.03;"";"";"";
4072;Heterotrimeric SKP1-CUL1-ROC1 complex;;Human;Q13616,P62877,P63208;8454,9978,6500;MI:0019- coimmunoprecipitation;15118074;10.01.02,14.07.05,14.13.01.01;"SCFhFBH1 (=SKP1/CUL1/ROC1 - human F-box DNA helicase) can act as helicase and E3 ubiquitin ligase.";"";"";
98;p300-MDM2-p53 protein complex;;Human;Q09472,Q00987,P04637;2033,4193,7157;MI:0091- chromatography technologies;11070080;11.02.03.04,18.02.01,70.10;"";"";"";
1122;Smcb-Smcd-PW29 complex;;Mouse;Q61550,Q9CU62,Q9CW03;19357,24061,13006;MI:0006- anti bait coimmunoprecipitation;10375619;10.03.01.01,10.03.04.05,70.10.03;"The authors show that overexpression of a PW29-GFP fusion protein in mouse fibroblasts leads to inhibition of proliferation, implicating this protein and its complex with SMC proteins in the control of mitotic cycle progression.";"";"";
729;Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1);;Human;Q13616,Q5XUX0,P62877,P63208;8454,79791,9978,6500;MI:0007- anti tag coimmunoprecipitation;16357137;10.03.01.01,14.07.05,14.13,40.20;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. FBXO31 is the chromosome 16q24.3 senescence gene, a candidate breast tumor suppressor, and a component of an SCF complex.";"";"";
5899;Lebercilin complex (Lca5, Ncl, Npm1, Ywhae, HSPA1A/B, Dctn1, Dctn2);;Pig;O08788,Q99KJ8,Q80ST9,P09405,Q61937,P62259,(P34930,Q6S4N2);13191,69654,75782,17975,18148,22627,(0,396648);MI:0006- anti bait coimmunoprecipitation;17546029;70.04.05,77.03.02.02;"The results showed that lebercilin is a ciliary and microtubule-associated protein.";"Lca5 is involved in Leber congenital amaurosis.";"Since Lca5, Ncl, Npm1, Ywhae, Dctn2 and Dctn1 from pig were not available in the UniProt database at the time of annotation, the orthologous proteins from mouse were used.";
156;Retrotranslocation complex;;Human;Q9BUN8,P57678,Q86TM6;79139,50628,84447;MI:0019- coimmunoprecipitation;16186510;20.01.10;"";"";"";
1944;IRAK1-IRAK2 complex;;Human;P51617,O43187;3654,3656;MI:0019- coimmunoprecipitation;10383454;36.25.16.01;"";"";"";
3545;COG5-COG6-COG7 subcomplex;;Human;Q9UP83,Q9Y2V7,P83436;10466,57511,91949;MI:0007- anti tag coimmunoprecipitation;16020545;20.01.10,20.09.07.07,42.08;"For defining the complex composition the authors combined in vitro co-translation assay with co-immunoprecipitation.";"";"";
3050;Mad-Max-mSin3B complex;;Mouse;P28574,P50538,Q62141;17187,17119,20467;MI:0412- electrophoretic mobility supershift assay;7889570;11.02.03.04.03,16.03.01,70.10;"Mad-Max represses transcription by tethering mSin3 to DNA as a corepressor.";"";"";
5818;BIM-BCL2 complex;;Mammalia;P10415,O43521;596,10018;MI:0030- cross-linking studies | MI:0019- coimmunoprecipitation;11583631;40.10.02.04,70.16.01;"";"";"";
3126;Tle2-Hes1 complex;;Rat;Q04666,Q496Z7;29577,299636;MI:0096- pull down | MI:0018- two hybrid;9874198;11.02.03.04.03,16.03.01,30.05.02.14,41.05.13,70.10;"";"";"";
5805;PGAM5-KEAP1-NRF2 complex;;Human;Q14145,Q16236,Q96HS1;9817,4780,192111;MI:0006- anti bait coimmunoprecipitation;18387606;11.02.03.04,32.01.01,70.16.01;"The authors describe that PGAM5, by anchoring the Keap1-Nrf2 complex to outer membrane of mitochondria, may facilitate coordination between mitochondrial function and regulation of Nrf2-dependent anti-oxidant gene expression.    ";"";"";
5659;SEMA3C-PlexinD1-Nrp1 complex;;Mammalia;O14786,Q9Y4D7,Q99985;8829,23129,10512;MI:0428- imaging techniques;15239958;30.05.02,40.01.03.03,41.05.16,45.03.12.03,47.03.03.02;"";"";"Human is used as reference organism.";
